000940|上海|宝山区|
655200|云南|昆明|
655201|云南|昆明|
655202|云南|昆明|
655203|云南|昆明|
655204|云南|昆明|
655206|云南|昆明|
655207|云南|昆明|
655208|云南|昆明|
655209|云南|昆明|
655211|云南|昆明|
655212|云南|昆明|
655213|云南|昆明|
655214|云南|昆明|
655215|云南|昆明|
655216|云南|昆明|
655217|云南|昆明|
655300|云南|沾益县|
655301|云南|沾益县|
655302|云南|沾益县|
655303|云南|沾益县|
655304|云南|沾益县|
655306|云南|沾益县|
655307|云南|沾益县|
655308|云南|沾益县|
655309|云南|沾益县|
655311|云南|沾益县|
655331|云南|曲靖|
655332|云南|曲靖|
655333|云南|曲靖|
655334|云南|曲靖|
655335|云南|曲靖|
655336|云南|曲靖|
655337|云南|曲靖|
655338|云南|曲靖|
655339|云南|曲靖|
655400|云南|曲靖|
655402|云南|曲靖|
655403|云南|曲靖|
655404|云南|曲靖|
655405|云南|曲靖|
655406|云南|曲靖|
655407|云南|曲靖|
655408|云南|曲靖|
655409|云南|曲靖|
655413|云南|曲靖|
655414|云南|曲靖|
655415|云南|曲靖|
655416|云南|曲靖|
655417|云南|曲靖|
655418|云南|曲靖|
655421|云南|曲靖|
655422|云南|曲靖|
655423|云南|曲靖|
655424|云南|曲靖|
655425|云南|曲靖|
655500|云南|曲靖|
655501|云南|曲靖|
655502|云南|曲靖|
655503|云南|曲靖|
655504|云南|曲靖|
655505|云南|曲靖|
655506|云南|曲靖|
655507|云南|曲靖|
655508|云南|曲靖|
655600|云南|曲靖|
655602|云南|曲靖|
655603|云南|曲靖|
655604|云南|曲靖|
655605|云南|曲靖|
655606|云南|曲靖|
655607|云南|曲靖|
655608|云南|曲靖|
655609|云南|曲靖|
655700|云南|曲靖|
655702|云南|曲靖|
655703|云南|曲靖|
655704|云南|曲靖|
655705|云南|曲靖|
655706|云南|曲靖|
655707|云南|曲靖|
655708|云南|曲靖|
655800|云南|曲靖|
655801|云南|曲靖|
655802|云南|曲靖|
655808|云南|曲靖|
655809|云南|曲靖|
655811|云南|曲靖|
655813|云南|曲靖|
655814|云南|曲靖|
655815|云南|曲靖|
655816|云南|曲靖|
657000|云南|昭通|
657001|云南|昭通|
657002|云南|昭通|
657003|云南|昭通|
657004|云南|昭通|
657005|云南|昭通|
657006|云南|昭通|
657007|云南|昭通|
657008|云南|昭通|
657009|云南|昭通|
657012|云南|昭通|
657013|云南|昭通|
657014|云南|昭通|
657015|云南|昭通|
657100|云南|昭通|
657101|云南|昭通|
657102|云南|昭通|
657104|云南|昭通|
657105|云南|昭通|
657106|云南|昭通|
657107|云南|昭通|
657108|云南|昭通|
657109|云南|昭通|
657111|云南|昭通|
657200|云南|昭通|
657300|云南|昭通|
657301|云南|昭通|
657302|云南|昭通|
657303|云南|昭通|
657304|云南|永善县|
657305|云南|昭通|
657306|云南|昭通|
657307|云南|昭通|
657309|云南|昭通|
657311|云南|昭通|
657312|云南|昭通|
657313|云南|昭通|
657400|云南|昭通|
657401|云南|昭通|
657402|云南|昭通|
657403|云南|昭通|
657404|云南|昭通|
657405|云南|昭通|
657406|云南|昭通|
657407|云南|昭通|
657408|云南|昭通|
657409|云南|昭通|
657411|云南|昭通|
657500|云南|昭通|
657501|云南|昭通|
657502|云南|昭通|
657503|云南|昭通|
657504|云南|昭通|
657505|云南|昭通|
657506|云南|昭通|
657507|云南|昭通|
657508|云南|昭通|
657509|云南|昭通|
657600|云南|昭通|
657601|云南|彝良县|
657602|云南|昭通|
657603|云南|昭通|
657604|云南|昭通|
657605|云南|昭通|
657606|云南|昭通|
657607|云南|昭通|
657608|云南|昭通|
657609|云南|昭通|
657611|云南|昭通|
657612|云南|昭通|
657613|云南|昭通|
657614|云南|昭通|
657700|云南|昭通|
657702|云南|昭通|
657703|云南|昭通|
657704|云南|昭通|
657800|云南|昭通|
657801|云南|昭通|
657802|云南|昭通|
657803|云南|昭通|
657900|云南|昭通|
661000|云南|红河哈尼族彝族自治|
661005|云南|红河哈尼族彝族自治|
661006|云南|红河哈尼族彝族自治|
661007|云南|红河哈尼族彝族自治|
661008|云南|红河哈尼族彝族自治|
661009|云南|红河哈尼族彝族自治|
661011|云南|红河哈尼族彝族自治|
661012|云南|红河哈尼族彝族自治|
661013|云南|红河哈尼族彝族自治|
661015|云南|红河哈尼族彝族自治|
661017|云南|红河哈尼族彝族自治|
661100|云南|红河哈尼族彝族自治|
661101|云南|红河哈尼族彝族自治|
661102|云南|红河哈尼族彝族自治|
661103|云南|红河哈尼族彝族自治|
661104|云南|红河哈尼族彝族自治|
661105|云南|红河哈尼族彝族自治|
661106|云南|红河哈尼族彝族自治|
661107|云南|红河哈尼族彝族自治|
661108|云南|红河哈尼族彝族自治|
661109|云南|红河哈尼族彝族自治|
661111|云南|红河哈尼族彝族自治|
661200|云南|红河哈尼族彝族自治|
661201|云南|红河哈尼族彝族自治|
661202|云南|红河哈尼族彝族自治|
661203|云南|红河哈尼族彝族自治|
661204|云南|红河哈尼族彝族自治|
661205|云南|红河哈尼族彝族自治|
661207|云南|红河哈尼族彝族自治|
661208|云南|红河哈尼族彝族自治|
661300|云南|红河哈尼族彝族自治|
661302|云南|红河哈尼族彝族自治|
661306|云南|红河哈尼族彝族自治|
661307|云南|红河哈尼族彝族自治|
661313|云南|红河哈尼族彝族自治|
661314|云南|红河哈尼族彝族自治|
661500|云南|红河哈尼族彝族自治|
661501|云南|红河哈尼族彝族自治|
661502|云南|红河哈尼族彝族自治|
661503|云南|红河哈尼族彝族自治|
661504|云南|红河哈尼族彝族自治|
661505|云南|红河哈尼族彝族自治|
661506|云南|红河哈尼族彝族自治|
661507|云南|红河哈尼族彝族自治|
661508|云南|红河哈尼族彝族自治|
661509|云南|红河哈尼族彝族自治|
661511|云南|红河哈尼族彝族自治|
661512|云南|红河哈尼族彝族自治|
661600|云南|红河哈尼族彝族自治|
661602|云南|红河哈尼族彝族自治|
661604|云南|红河哈尼族彝族自治|
661605|云南|红河哈尼族彝族自治|
661606|云南|红河哈尼族彝族自治|
662200|云南|红河哈尼族彝族自治|
662201|云南|红河哈尼族彝族自治|
662202|云南|红河哈尼族彝族自治|
662203|云南|红河哈尼族彝族自治|
662204|云南|红河哈尼族彝族自治|
662205|云南|红河哈尼族彝族自治|
662206|云南|红河哈尼族彝族自治|
662207|云南|红河哈尼族彝族自治|
662208|云南|红河哈尼族彝族自治|
662209|云南|石屏县|
662400|云南|红河哈尼族彝族自治|
662401|云南|红河哈尼族彝族自治|
662402|云南|红河哈尼族彝族自治|
662403|云南|红河哈尼族彝族自治|
662404|云南|红河哈尼族彝族自治|
662405|云南|红河哈尼族彝族自治|
662406|云南|红河哈尼族彝族自治|
662407|云南|红河哈尼族彝族自治|
662408|云南|红河哈尼族彝族自治|
662409|云南|红河哈尼族彝族自治|
662411|云南|红河哈尼族彝族自治|
662412|云南|红河哈尼族彝族自治|
662413|云南|红河哈尼族彝族自治|
662414|云南|元阳县|
662415|云南|红河哈尼族彝族自治|
662500|云南|红河哈尼族彝族自治|
662501|云南|红河哈尼族彝族自治|
662502|云南|红河哈尼族彝族自治|
662503|云南|红河哈尼族彝族自治|
662504|云南|红河哈尼族彝族自治|
662505|云南|红河哈尼族彝族自治|
662506|云南|红河哈尼族彝族自治|
662507|云南|红河哈尼族彝族自治|
662508|云南|红河哈尼族彝族自治|
663000|云南|文山壮族苗族自治州|
663001|云南|文山壮族苗族自治州|
663002|云南|文山壮族苗族自治州|
663003|云南|文山壮族苗族自治州|
663004|云南|文山壮族苗族自治州|
663005|云南|文山壮族苗族自治州|
663006|云南|文山壮族苗族自治州|
663007|云南|文山壮族苗族自治州|
663008|云南|文山壮族苗族自治州|
663009|云南|文山壮族苗族自治州|
663011|云南|文山壮族苗族自治州|
663012|云南|文山壮族苗族自治州|
663013|云南|文山壮族苗族自治州|
663100|云南|文山壮族苗族自治州|
663101|云南|文山壮族苗族自治州|
663102|云南|文山壮族苗族自治州|
663103|云南|文山壮族苗族自治州|
663104|云南|文山壮族苗族自治州|
663105|云南|文山壮族苗族自治州|
663107|云南|文山壮族苗族自治州|
663108|云南|文山壮族苗族自治州|
663109|云南|文山壮族苗族自治州|
663111|云南|文山壮族苗族自治州|
663112|云南|文山壮族苗族自治州|
663113|云南|文山壮族苗族自治州|
663200|云南|文山壮族苗族自治州|
663201|云南|文山壮族苗族自治州|
663202|云南|文山壮族苗族自治州|
663203|云南|文山壮族苗族自治州|
663204|云南|丘北县|
663206|云南|文山壮族苗族自治州|
663207|云南|文山壮族苗族自治州|
663208|云南|文山壮族苗族自治州|
663211|云南|文山壮族苗族自治州|
663212|云南|文山壮族苗族自治州|
663213|云南|文山壮族苗族自治州|
663214|云南|文山壮族苗族自治州|
663300|云南|文山壮族苗族自治州|
663301|云南|文山壮族苗族自治州|
663302|云南|文山壮族苗族自治州|
663303|云南|文山壮族苗族自治州|
663304|云南|文山壮族苗族自治州|
663305|云南|文山壮族苗族自治州|
663306|云南|文山壮族苗族自治州|
663307|云南|文山壮族苗族自治州|
663308|云南|文山壮族苗族自治州|
663309|云南|文山壮族苗族自治州|
663311|云南|文山壮族苗族自治州|
663312|云南|文山壮族苗族自治州|
663313|云南|文山壮族苗族自治州|
663314|云南|文山壮族苗族自治州|
663315|云南|文山壮族苗族自治州|
663316|云南|文山壮族苗族自治州|
663317|云南|文山壮族苗族自治州|
663318|云南|文山壮族苗族自治州|
663319|云南|文山壮族苗族自治州|
663321|云南|文山壮族苗族自治州|
663400|云南|文山壮族苗族自治州|
663401|云南|文山壮族苗族自治州|
663402|云南|文山壮族苗族自治州|
663403|云南|文山壮族苗族自治州|
663404|云南|文山壮族苗族自治州|
663405|云南|文山壮族苗族自治州|
663406|云南|文山壮族苗族自治州|
663407|云南|文山壮族苗族自治州|
663408|云南|文山壮族苗族自治州|
663409|云南|文山壮族苗族自治州|
663411|云南|文山壮族苗族自治州|
663412|云南|文山壮族苗族自治州|
663413|云南|文山壮族苗族自治州|
663414|云南|文山壮族苗族自治州|
663416|云南|文山壮族苗族自治州|
663500|云南|文山壮族苗族自治州|
663501|云南|文山壮族苗族自治州|
663502|云南|文山壮族苗族自治州|
663503|云南|文山壮族苗族自治州|
663504|云南|文山壮族苗族自治州|
663505|云南|文山壮族苗族自治州|
663506|云南|文山壮族苗族自治州|
663507|云南|文山壮族苗族自治州|
663508|云南|文山壮族苗族自治州|
663509|云南|文山壮族苗族自治州|
663600|云南|文山壮族苗族自治州|
663601|云南|文山壮族苗族自治州|
663602|云南|文山壮族苗族自治州|
663603|云南|文山壮族苗族自治州|
663604|云南|文山壮族苗族自治州|
663605|云南|文山壮族苗族自治州|
663606|云南|文山壮族苗族自治州|
663607|云南|文山壮族苗族自治州|
663608|云南|文山壮族苗族自治州|
663609|云南|文山壮族苗族自治州|
663611|云南|文山壮族苗族自治州|
663612|云南|文山壮族苗族自治州|
663700|云南|文山壮族苗族自治州|
663701|云南|文山壮族苗族自治州|
663702|云南|文山壮族苗族自治州|
663703|云南|文山壮族苗族自治州|
663704|云南|文山壮族苗族自治州|
663705|云南|文山壮族苗族自治州|
663706|云南|文山壮族苗族自治州|
663707|云南|文山壮族苗族自治州|
663708|云南|文山壮族苗族自治州|
663709|云南|文山壮族苗族自治州|
663711|云南|文山壮族苗族自治州|
663712|云南|文山壮族苗族自治州|
663713|云南|文山壮族苗族自治州|
663714|云南|文山壮族苗族自治州|
663715|云南|文山壮族苗族自治州|
665000|云南|思茅|
665001|云南|普洱|
665002|云南|思茅|
665003|云南|普洱|
665004|云南|普洱|
665005|云南|普洱|
665100|云南|普洱哈尼族彝族自治县|
665101|云南|普洱|
665102|云南|普洱|
665103|云南|普洱|
665104|云南|普洱|
665105|云南|普洱|
665106|云南|普洱|
665107|云南|普洱|
665600|云南|普洱|
665602|云南|普洱|
665604|云南|普洱|
665605|云南|普洱|
665606|云南|普洱|
665607|云南|普洱|
665608|云南|普洱|
665609|云南|普洱|
665611|云南|普洱|
665612|云南|普洱|
665613|云南|普洱|
665614|云南|普洱|
665615|云南|普洱|
665616|云南|普洱|
665617|云南|普洱|
665618|云南|普洱|
665619|云南|普洱|
665621|云南|普洱|
665622|云南|普洱|
665700|云南|普洱|
665701|云南|普洱|
665702|云南|普洱|
665703|云南|普洱|
665704|云南|普洱|
665705|云南|普洱|
665706|云南|普洱|
665707|云南|普洱|
665800|云南|普洱|
665801|云南|普洱|
665804|云南|普洱|
665805|云南|普洱|
665806|云南|普洱|
665807|云南|普洱|
665808|云南|普洱|
665900|云南|普洱|
665901|云南|普洱|
665903|云南|普洱|
665904|云南|普洱|
665905|云南|江城哈尼族彝族自治县|
665906|云南|普洱|
665907|云南|普洱|
666100|云南|西双版纳傣族自治州|
666102|云南|西双版纳傣族自治州|
666103|云南|西双版纳傣族自治州|
666104|云南|西双版纳傣族自治州|
666105|云南|西双版纳傣族自治州|
666106|云南|西双版纳傣族自治州|
666107|云南|西双版纳傣族自治州|
666108|云南|西双版纳傣族自治州|
666109|云南|西双版纳傣族自治州|
666111|云南|西双版纳州|
666112|云南|西双版纳傣族自治州|
666200|云南|西双版纳傣族自治州|
666201|云南|西双版纳傣族自治州|
666202|云南|西双版纳傣族自治州|
666203|云南|西双版纳傣族自治州|
666204|云南|西双版纳傣族自治州|
666205|云南|西双版纳傣族自治州|
666206|云南|西双版纳傣族自治州|
666207|云南|西双版纳傣族自治州|
666208|云南|西双版纳傣族自治州|
666209|云南|西双版纳傣族自治州|
666212|云南|西双版纳傣族自治州|
666213|云南|西双版纳傣族自治州|
666214|云南|西双版纳傣族自治州|
666300|云南|西双版纳傣族自治州|
666302|云南|西双版纳傣族自治州|
666303|云南|西双版纳傣族自治州|
666305|云南|西双版纳傣族自治州|
666306|云南|西双版纳傣族自治州|
666307|云南|西双版纳傣族自治州|
666308|云南|西双版纳傣族自治州|
666309|云南|西双版纳傣族自治州|
666311|云南|西双版纳傣族自治州|
666312|云南|西双版纳傣族自治州|
666313|云南|西双版纳傣族自治州|
666400|云南|普洱|
666401|云南|普洱|
666402|云南|普洱|
666403|云南|普洱|
666404|云南|普洱|
666405|云南|普洱|
666406|云南|普洱|
666407|云南|普洱|
666408|云南|普洱|
666409|云南|普洱|
666411|云南|普洱|
666500|云南|普洱|
666501|云南|普洱|
666502|云南|普洱|
666503|云南|普洱|
666504|云南|普洱|
666505|云南|普洱|
666506|云南|普洱|
666507|云南|普洱|
666508|云南|普洱|
666509|云南|普洱|
671000|云南|大理白族自治州|
671001|云南|大理白族自治州 大|
671002|云南|大理州|
671003|云南|大理白族自治州 大|
671004|云南|大理白族自治州 大|
671005|云南|大理白族自治州 大|
671006|云南|大理白族自治州 大|
671007|云南|大理白族自治州 大|
671008|云南|大理白族自治州 大|
671009|云南|大理白族自治州 大|
671011|云南|大理白族自治州 大|
671012|云南|大理白族自治州 大|
671200|云南|大理白族自治州 洱|
671201|云南|大理白族自治州 洱|
671202|云南|大理白族自治州 洱|
671203|云南|大理白族自治州 洱|
671204|云南|大理白族自治州 洱|
671205|云南|洱源县|
671206|云南|洱源县|
671207|云南|大理白族自治州 洱|
671208|云南|大理白族自治州 洱|
671209|云南|大理白族自治州 洱|
671212|云南|大理白族自治州 洱|
671300|云南|大理白族自治州 剑|
671301|云南|大理白族自治州 剑|
671302|云南|大理白族自治州 剑|
671303|云南|大理白族自治州 剑|
671304|云南|大理白族自治州 剑|
671305|云南|大理白族自治州 剑|
671306|云南|大理白族自治州 剑|
671307|云南|大理白族自治州 剑|
671400|云南|怒江傈僳族自治州|
671401|云南|怒江傈僳族自治州|
671402|云南|怒江傈僳族自治州|
671403|云南|怒江傈僳族自治州|
671404|云南|怒江傈僳族自治州|
671405|云南|怒江傈僳族自治州|
671406|云南|怒江傈僳族自治州|
671407|云南|怒江傈僳族自治州|
671408|云南|怒江傈僳族自治州|
671500|云南|大理白族自治州 鹤|
671501|云南|大理白族自治州 鹤|
671502|云南|大理白族自治州 鹤|
671503|云南|大理白族自治州 鹤|
671504|云南|大理白族自治州 鹤|
671505|云南|鹤庆县|
671506|云南|大理白族自治州 鹤|
671507|云南|大理白族自治州 鹤|
671508|云南|大理白族自治州 鹤|
671600|云南|大理白族自治州 宾|
671601|云南|大理白族自治州 宾|
671602|云南|大理白族自治州 宾|
671603|云南|大理白族自治州 宾|
671605|云南|大理白族自治州 宾|
671606|云南|大理白族自治州 宾|
671607|云南|大理白族自治州 宾|
671608|云南|大理白族自治州 宾|
671611|云南|大理白族自治州 宾|
671612|云南|大理白族自治州 宾|
672100|云南|大理白族自治州 祥|
672102|云南|祥云县|
672103|云南|大理白族自治州 祥|
672104|云南|大理白族自治州 祥|
672105|云南|大理白族自治州 祥|
672106|云南|大理白族自治州 祥|
672107|云南|大理白族自治州 祥|
672108|云南|大理白族自治州 祥|
672109|云南|大理白族自治州 祥|
672400|云南|大理白族自治州 巍|
672401|云南|大理白族自治州 巍|
672402|云南|大理白族自治州 巍|
672403|云南|大理白族自治州 巍|
672404|云南|大理白族自治州 巍|
672405|云南|大理白族自治州 巍|
672500|云南|大理白族自治州 漾|
672502|云南|大理白族自治州 漾|
672503|云南|大理白族自治州 漾|
672504|云南|大理白族自治州 漾|
672505|云南|大理白族自治州 漾|
672506|云南|大理白族自治州 漾|
672507|云南|大理白族自治州 漾|
672600|云南|大理白族自治州 永|
672601|云南|大理白族自治州 永|
672602|云南|大理白族自治州 永|
672603|云南|大理白族自治州 永|
672604|云南|大理白族自治州 永|
672605|云南|大理白族自治州 永|
672606|云南|大理白族自治州 永|
672607|云南|大理白族自治州 永|
672700|云南|大理白族自治州 云|
672701|云南|大理白族自治州 云|
672702|云南|大理白族自治州 云|
672703|云南|大理白族自治州 云|
672705|云南|大理白族自治州 云|
672706|云南|大理白族自治州 云|
672708|云南|大理白族自治州 云|
672709|云南|大理白族自治州 云|
672711|云南|大理白族自治州 云|
672713|云南|大理白族自治州 云|
673100|云南|怒江傈僳族自治州|
673200|云南|怒江傈僳族自治州|
673201|云南|怒江傈僳族自治州|
673202|云南|怒江傈僳族自治州|
673203|云南|怒江傈僳族自治州|
673204|云南|怒江傈僳族自治州|
673205|云南|怒江傈僳族自治州|
673206|云南|怒江傈僳族自治州|
673207|云南|怒江傈僳族自治州|
673400|云南|怒江傈僳族自治州|
673401|云南|怒江傈僳族自治州|
673402|云南|怒江傈僳族自治州|
673403|云南|怒江傈僳族自治州|
673404|云南|怒江傈僳族自治州|
673405|云南|怒江傈僳族自治州|
673406|云南|怒江傈僳族自治州|
673500|云南|怒江傈僳族自治州|
673501|云南|怒江傈僳族自治州|
673502|云南|怒江傈僳族自治州|
673503|云南|怒江傈僳族自治州|
674100|云南|丽江|
674101|云南|丽江|
674102|云南|丽江|
674103|云南|丽江|
674104|云南|丽江|
674106|云南|丽江|
674107|云南|丽江|
674108|云南|丽江|
674111|云南|丽江|
674112|云南|丽江|
674113|云南|丽江|
674114|云南|丽江|
674116|云南|丽江|
674117|云南|丽江|
674118|云南|丽江|
674119|云南|丽江|
674121|云南|丽江|
674122|云南|丽江|
674123|云南|丽江|
674124|云南|丽江|
674200|云南|丽江|
674202|云南|丽江|
674203|云南|丽江|
674204|云南|丽江|
674205|云南|丽江|
674206|云南|丽江|
674207|云南|丽江|
674208|云南|丽江|
674209|云南|丽江|
674211|云南|丽江|
674212|云南|丽江|
674213|云南|丽江|
674214|云南|丽江|
674215|云南|丽江|
674300|云南|丽江|
674301|云南|丽江|
674302|云南|丽江|
674303|云南|丽江|
674304|云南|丽江|
674305|云南|丽江|
674306|云南|丽江|
674307|云南|丽江|
674308|云南|丽江|
674309|云南|丽江|
674311|云南|丽江|
674400|云南|迪庆藏族自治州|
674401|云南|迪庆藏族自治州 香|
674402|云南|迪庆藏族自治州 香|
674403|云南|迪庆藏族自治州 香|
674404|云南|迪庆藏族自治州 香|
674405|云南|迪庆藏族自治州 香|
674406|云南|迪庆藏族自治州 香|
674407|云南|迪庆藏族自治州 香|
674408|云南|迪庆藏族自治州 香|
674409|云南|迪庆藏族自治州 香|
674411|云南|迪庆藏族自治州 香|
674500|云南|迪庆藏族自治州 德|
674501|云南|迪庆藏族自治州 德|
674502|云南|迪庆藏族自治州 德|
674503|云南|迪庆藏族自治州 德|
674504|云南|迪庆藏族自治州 德|
674505|云南|迪庆藏族自治州 德|
674506|云南|迪庆藏族自治州 德|
674507|云南|迪庆藏族自治州 德|
674600|云南|迪庆藏族自治州 维|
674601|云南|迪庆藏族自治州 维|
674602|云南|迪庆藏族自治州 维|
674603|云南|迪庆藏族自治州 维|
674604|云南|迪庆藏族自治州 维|
674605|云南|迪庆藏族自治州 维|
674606|云南|迪庆藏族自治州 维|
674607|云南|迪庆藏族自治州 维|
674608|云南|迪庆藏族自治州 维|
674609|云南|迪庆藏族自治州 维|
674800|云南|丽江|
674801|云南|丽江|
674802|云南|丽江|
674803|云南|丽江|
674804|云南|丽江|
675000|云南|楚雄彝族自治州|
675002|云南|楚雄彝族自治州 楚|
675004|云南|楚雄彝族自治州 楚|
675005|云南|楚雄彝族自治州 楚|
675006|云南|楚雄彝族自治州 楚|
675008|云南|楚雄彝族自治州 楚|
675009|云南|楚雄彝族自治州 楚|
675011|云南|楚雄彝族自治州 楚|
675012|云南|楚雄彝族自治州 楚|
675013|云南|楚雄彝族自治州 楚|
675014|云南|楚雄彝族自治州 楚|
675015|云南|楚雄彝族自治州 楚|
675016|云南|楚雄彝族自治州 楚|
675017|云南|楚雄彝族自治州 楚|
675018|云南|楚雄彝族自治州 楚|
675019|云南|楚雄彝族自治州 楚|
675021|云南|楚雄彝族自治州 楚|
675100|云南|楚雄彝族自治州 双|
675101|云南|楚雄彝族自治州 双|
675102|云南|楚雄彝族自治州 双|
675103|云南|楚雄彝族自治州 双|
675104|云南|楚雄彝族自治州 双|
675105|云南|楚雄彝族自治州 双|
675106|云南|楚雄彝族自治州 双|
675107|云南|楚雄彝族自治州 双|
675200|云南|楚雄彝族自治州 南|
675201|云南|楚雄彝族自治州 南|
675202|云南|楚雄彝族自治州 南|
675203|云南|楚雄彝族自治州 南|
675204|云南|楚雄彝族自治州 南|
675205|云南|楚雄彝族自治州 南|
675206|云南|楚雄彝族自治州 南|
675207|云南|楚雄彝族自治州 南|
675208|云南|楚雄彝族自治州 南|
675209|云南|楚雄彝族自治州 南|
675211|云南|楚雄彝族自治州 南|
675300|云南|楚雄彝族自治州 姚|
675301|云南|楚雄彝族自治州 姚|
675302|云南|楚雄彝族自治州 姚|
675303|云南|楚雄彝族自治州 姚|
675304|云南|楚雄彝族自治州 姚|
675305|云南|楚雄彝族自治州 姚|
675400|云南|楚雄彝族自治州 大|
675401|云南|楚雄彝族自治州 大|
675402|云南|楚雄彝族自治州 大|
675403|云南|楚雄彝族自治州 大|
675404|云南|楚雄彝族自治州 大|
675405|云南|楚雄彝族自治州 大|
675406|云南|楚雄彝族自治州 大|
675407|云南|楚雄彝族自治州 大|
675408|云南|楚雄彝族自治州 大|
675409|云南|楚雄彝族自治州 大|
675411|云南|楚雄彝族自治州 大|
675412|云南|楚雄彝族自治州 大|
675413|云南|楚雄彝族自治州 大|
675414|云南|楚雄彝族自治州 大|
675500|云南|楚雄彝族自治州 牟|
675501|云南|楚雄彝族自治州 牟|
675502|云南|楚雄彝族自治州 牟|
675503|云南|楚雄彝族自治州 牟|
675504|云南|楚雄彝族自治州 牟|
675505|云南|楚雄彝族自治州 牟|
675506|云南|楚雄彝族自治州 牟|
675507|云南|楚雄彝族自治州 牟|
675508|云南|楚雄彝族自治州 牟|
675509|云南|楚雄彝族自治州 牟|
675600|云南|大理白族自治州 弥|
675601|云南|大理白族自治州 弥|
675602|云南|大理白族自治州 弥|
675603|云南|大理白族自治州 弥|
675604|云南|大理白族自治州 弥|
675605|云南|大理白族自治州 弥|
675606|云南|大理白族自治州 弥|
675700|云南|大理白族自治州 南|
675701|云南|大理白族自治州 南|
675702|云南|大理白族自治州 南|
675703|云南|大理白族自治州 南|
675704|云南|大理白族自治州 南|
675705|云南|大理白族自治州 南|
675706|云南|大理白族自治州 南|
675707|云南|大理白族自治州 南|
675800|云南|临沧|
675801|云南|临沧|
675802|云南|临沧|
675804|云南|临沧|
675806|云南|临沧|
675807|云南|临沧|
675808|云南|临沧|
675809|云南|临沧|
675811|云南|临沧|
675812|云南|临沧|
675813|云南|临沧|
675814|云南|临沧|
675815|云南|云县|
675900|云南|临沧|
675901|云南|临沧|
675902|云南|临沧|
675903|云南|临沧|
675904|云南|临沧|
675905|云南|临沧|
675906|云南|临沧|
675907|云南|临沧|
675908|云南|临沧|
675909|云南|临沧|
675911|云南|临沧|
675912|云南|临沧|
675913|云南|临沧|
675914|云南|临沧|
675915|云南|临沧|
676200|云南|普洱|
676202|云南|普洱|
676204|云南|普洱|
676205|云南|普洱|
676206|云南|普洱|
676207|云南|普洱|
676208|云南|普洱|
676209|云南|普洱|
676211|云南|普洱|
676213|云南|普洱|
676214|云南|普洱|
676215|云南|普洱|
676216|云南|普洱|
676217|云南|普洱|
677000|云南|临沧|
677001|云南|临沧|
677002|云南|临沧|
677003|云南|临沧|
677004|云南|临沧|
677005|云南|临沧|
677006|云南|临沧|
677007|云南|临沧|
677008|云南|临沧|
677009|云南|临沧|
677011|云南|临沧|
677300|云南|临沧|
677301|云南|临沧|
677302|云南|临沧|
677303|云南|临沧|
677304|云南|临沧|
677305|云南|临沧|
677306|云南|临沧|
677400|云南|临沧|
677401|云南|临沧|
677402|云南|临沧|
677403|云南|临沧|
677404|云南|临沧|
677405|云南|临沧|
677406|云南|临沧|
677407|云南|临沧|
677408|云南|临沧|
677409|云南|临沧|
677411|云南|临沧|
677500|云南|临沧|
677501|云南|临沧|
677502|云南|临沧|
677503|云南|临沧|
677504|云南|临沧|
677505|云南|临沧|
677506|云南|临沧|
677507|云南|临沧|
677509|云南|临沧|
677511|云南|临沧|
677600|云南|临沧|
677601|云南|临沧|
677603|云南|临沧|
677604|云南|临沧|
677606|云南|临沧|
677607|云南|临沧|
677608|云南|临沧|
677609|云南|临沧|
677611|云南|临沧|
677612|云南|临沧|
677613|云南|临沧|
677614|云南|临沧|
677700|云南|临沧|
677701|云南|临沧|
677702|云南|临沧|
677703|云南|临沧|
677704|云南|临沧|
677705|云南|临沧|
677706|云南|临沧|
677707|云南|临沧|
678000|云南|保山|
678001|云南|保山|
678002|云南|保山|
678004|云南|保山|
678005|云南|保山|
678006|云南|保山|
678007|云南|保山|
678009|云南|保山|
678011|云南|保山|
678013|云南|保山|
678014|云南|保山|
678016|云南|保山|
678017|云南|保山|
678018|云南|保山|
678019|云南|保山|
678022|云南|保山|
678024|云南|保山|
678028|云南|保山|
678031|云南|保山|
678100|云南|保山|
678101|云南|昌宁县|
678102|云南|保山|
678103|云南|保山|
678105|云南|保山|
678106|云南|保山|
678107|云南|保山|
678108|云南|保山|
678109|云南|保山|
678111|云南|保山|
678112|云南|保山|
678113|云南|保山|
678114|云南|保山|
678200|云南|保山|
678201|云南|保山|
678202|云南|保山|
678203|云南|保山|
678204|云南|保山|
678205|云南|保山|
678206|云南|保山|
678207|云南|保山|
678208|云南|保山|
678300|云南|保山|
678301|云南|保山|
678303|云南|保山|
678304|云南|保山|
678305|云南|保山|
678306|云南|保山|
678307|云南|保山|
678308|云南|保山|
678309|云南|保山|
678311|云南|保山|
678314|云南|保山|
678315|云南|保山|
678400|云南|德宏傣族景颇族自治|
678401|云南|德宏傣族景颇族自治|
678402|云南|德宏傣族景颇族自治|
678403|云南|德宏傣族景颇族自治|
678404|云南|潞西|
678405|云南|德宏傣族景颇族自治|
678406|云南|德宏傣族景颇族自治|
678407|云南|德宏傣族景颇族自治|
678408|云南|德宏傣族景颇族自治|
678409|云南|潞西|
678411|云南|德宏傣族景颇族自治|
